,studyid,intid,int_type,spp,year,species,phenovalue,phenofreq,short_site,terrestrial
832,HMK018,168,competition,spp2,2007,Pygoscelis papua,324,daily,antarctica,terrestrial
833,HMK018,169,competition,spp2,1997,Pygoscelis papua,308,daily,antarctica,terrestrial
834,HMK018,169,competition,spp2,1998,Pygoscelis papua,316,daily,antarctica,terrestrial
835,HMK018,169,competition,spp2,1999,Pygoscelis papua,314.5,daily,antarctica,terrestrial
836,HMK018,169,competition,spp2,2000,Pygoscelis papua,314.5,daily,antarctica,terrestrial
837,HMK018,169,competition,spp2,2001,Pygoscelis papua,306,daily,antarctica,terrestrial
838,HMK018,169,competition,spp2,2002,Pygoscelis papua,323.5,daily,antarctica,terrestrial
839,HMK018,169,competition,spp2,2003,Pygoscelis papua,317.5,daily,antarctica,terrestrial
840,HMK018,169,competition,spp2,2004,Pygoscelis papua,316,daily,antarctica,terrestrial
841,HMK018,169,competition,spp2,2005,Pygoscelis papua,313.5,daily,antarctica,terrestrial
842,HMK018,169,competition,spp2,2006,Pygoscelis papua,308,daily,antarctica,terrestrial
843,HMK019,170,herbivory,spp1,1969,Phytoplankton1 spp.,109.8085,daily,windermere,aquatic
844,HMK019,170,herbivory,spp1,1970,Phytoplankton1 spp.,124.352,daily,windermere,aquatic
845,HMK019,170,herbivory,spp1,1971,Phytoplankton1 spp.,100.53485,daily,windermere,aquatic
846,HMK019,170,herbivory,spp1,1972,Phytoplankton1 spp.,109.654,daily,windermere,aquatic
847,HMK019,170,herbivory,spp1,1973,Phytoplankton1 spp.,76.8018,daily,windermere,aquatic
848,HMK019,170,herbivory,spp1,1974,Phytoplankton1 spp.,86.52195,daily,windermere,aquatic
849,HMK019,170,herbivory,spp1,1975,Phytoplankton1 spp.,98.84105,daily,windermere,aquatic
850,HMK019,170,herbivory,spp1,1976,Phytoplankton1 spp.,82.2223,daily,windermere,aquatic
851,HMK019,170,herbivory,spp1,1977,Phytoplankton1 spp.,94.9844,daily,windermere,aquatic
852,HMK019,170,herbivory,spp1,1978,Phytoplankton1 spp.,107.708,daily,windermere,aquatic
853,HMK019,170,herbivory,spp1,1979,Phytoplankton1 spp.,108.8071,daily,windermere,aquatic
854,HMK019,170,herbivory,spp1,1980,Phytoplankton1 spp.,94.99155,daily,windermere,aquatic
855,HMK019,170,herbivory,spp1,1981,Phytoplankton1 spp.,98.415,daily,windermere,aquatic
856,HMK019,170,herbivory,spp1,1982,Phytoplankton1 spp.,102.1298,daily,windermere,aquatic
857,HMK019,170,herbivory,spp1,1983,Phytoplankton1 spp.,100.1954,daily,windermere,aquatic
858,HMK019,170,herbivory,spp1,1984,Phytoplankton1 spp.,104.29995,daily,windermere,aquatic
859,HMK019,170,herbivory,spp1,1986,Phytoplankton1 spp.,79.49615,daily,windermere,aquatic
860,HMK019,170,herbivory,spp1,1987,Phytoplankton1 spp.,100.87045,daily,windermere,aquatic
861,HMK019,170,herbivory,spp1,1988,Phytoplankton1 spp.,94.3999,daily,windermere,aquatic
862,HMK019,170,herbivory,spp1,1989,Phytoplankton1 spp.,102.39595,daily,windermere,aquatic
863,HMK019,170,herbivory,spp1,1990,Phytoplankton1 spp.,76.9364,daily,windermere,aquatic
864,HMK019,170,herbivory,spp1,1991,Phytoplankton1 spp.,73.9246,daily,windermere,aquatic
865,HMK019,170,herbivory,spp1,1992,Phytoplankton1 spp.,93.1373,daily,windermere,aquatic
866,HMK019,170,herbivory,spp1,1993,Phytoplankton1 spp.,67.89555,daily,windermere,aquatic
867,HMK019,170,herbivory,spp1,1994,Phytoplankton1 spp.,84.0984,daily,windermere,aquatic
868,HMK019,170,herbivory,spp1,1995,Phytoplankton1 spp.,100.27695,daily,windermere,aquatic
869,HMK019,170,herbivory,spp1,1996,Phytoplankton1 spp.,101.441,daily,windermere,aquatic
870,HMK019,170,herbivory,spp1,1997,Phytoplankton1 spp.,73.538,daily,windermere,aquatic
871,HMK019,170,herbivory,spp1,1998,Phytoplankton1 spp.,89.07065,daily,windermere,aquatic
872,HMK019,170,herbivory,spp1,1999,Phytoplankton1 spp.,92.10455,daily,windermere,aquatic
873,HMK019,170,herbivory,spp1,2000,Phytoplankton1 spp.,84.13685,daily,windermere,aquatic
874,HMK019,170,herbivory,spp1,2001,Phytoplankton1 spp.,96.441,daily,windermere,aquatic
875,HMK019,170,herbivory,spp1,2002,Phytoplankton1 spp.,86.2943,daily,windermere,aquatic
876,HMK019,170,herbivory,spp1,2003,Phytoplankton1 spp.,85.219,daily,windermere,aquatic
877,HMK019,170,herbivory,spp1,2005,Phytoplankton1 spp.,83.508,daily,windermere,aquatic
878,HMK019,170,herbivory,spp1,2006,Phytoplankton1 spp.,83.95085,daily,windermere,aquatic
879,HMK019,170,herbivory,spp1,2008,Phytoplankton1 spp.,83.10485,daily,windermere,aquatic
880,HMK019,171,predation,spp1,1969,Daphnia3 spp.,160.305,daily,windermere,aquatic
881,HMK019,171,predation,spp1,1970,Daphnia3 spp.,153.324,daily,windermere,aquatic
882,HMK019,171,predation,spp1,1971,Daphnia3 spp.,124.8365,daily,windermere,aquatic
883,HMK019,171,predation,spp1,1972,Daphnia3 spp.,140.054,daily,windermere,aquatic
884,HMK019,171,predation,spp1,1973,Daphnia3 spp.,137.4605,daily,windermere,aquatic
885,HMK019,171,predation,spp1,1974,Daphnia3 spp.,134.959,daily,windermere,aquatic
886,HMK019,171,predation,spp1,1975,Daphnia3 spp.,131.047,daily,windermere,aquatic
887,HMK019,171,predation,spp1,1976,Daphnia3 spp.,142.5315,daily,windermere,aquatic
888,HMK019,171,predation,spp1,1977,Daphnia3 spp.,134.2885,daily,windermere,aquatic
889,HMK019,171,predation,spp1,1978,Daphnia3 spp.,147.44,daily,windermere,aquatic
890,HMK019,171,predation,spp1,1979,Daphnia3 spp.,141.25,daily,windermere,aquatic
891,HMK019,171,predation,spp1,1980,Daphnia3 spp.,125.4055,daily,windermere,aquatic
892,HMK019,171,predation,spp1,1981,Daphnia3 spp.,132.068,daily,windermere,aquatic
893,HMK019,171,predation,spp1,1982,Daphnia3 spp.,123.4645,daily,windermere,aquatic
894,HMK019,171,predation,spp1,1983,Daphnia3 spp.,149.2905,daily,windermere,aquatic
895,HMK019,171,predation,spp1,1984,Daphnia3 spp.,121.607,daily,windermere,aquatic
896,HMK019,171,predation,spp1,1986,Daphnia3 spp.,143.5115,daily,windermere,aquatic
897,HMK019,171,predation,spp1,1987,Daphnia3 spp.,129.6225,daily,windermere,aquatic
898,HMK019,171,predation,spp1,1989,Daphnia3 spp.,155.9275,daily,windermere,aquatic
899,HMK019,171,predation,spp1,1990,Daphnia3 spp.,123.2625,daily,windermere,aquatic
900,HMK019,171,predation,spp1,1991,Daphnia3 spp.,126.391,daily,windermere,aquatic
901,HMK019,171,predation,spp1,1992,Daphnia3 spp.,121.4005,daily,windermere,aquatic
902,HMK019,171,predation,spp1,1993,Daphnia3 spp.,123.8035,daily,windermere,aquatic
903,HMK019,171,predation,spp1,1994,Daphnia3 spp.,125.1545,daily,windermere,aquatic
904,HMK019,171,predation,spp1,1995,Daphnia3 spp.,131.477,daily,windermere,aquatic
905,HMK019,171,predation,spp1,1996,Daphnia3 spp.,139.5085,daily,windermere,aquatic
906,HMK019,171,predation,spp1,1997,Daphnia3 spp.,110.5725,daily,windermere,aquatic
907,HMK019,171,predation,spp1,1998,Daphnia3 spp.,136.25,daily,windermere,aquatic
908,HMK019,171,predation,spp1,1999,Daphnia3 spp.,133.19,daily,windermere,aquatic
909,HMK019,171,predation,spp1,2000,Daphnia3 spp.,121.22,daily,windermere,aquatic
910,HMK019,171,predation,spp1,2001,Daphnia3 spp.,132.4685,daily,windermere,aquatic
911,HMK019,171,predation,spp1,2002,Daphnia3 spp.,113.75,daily,windermere,aquatic
912,HMK019,171,predation,spp1,2003,Daphnia3 spp.,100.91875,daily,windermere,aquatic
913,HMK019,171,predation,spp1,2005,Daphnia3 spp.,107.881,daily,windermere,aquatic
914,HMK019,171,predation,spp1,2006,Daphnia3 spp.,123.75,daily,windermere,aquatic
915,HMK019,171,predation,spp1,2008,Daphnia3 spp.,119.17,daily,windermere,aquatic
916,HMK019,170,herbivory,spp2,1969,Daphnia3 spp.,160.305,daily,windermere,aquatic
917,HMK019,170,herbivory,spp2,1970,Daphnia3 spp.,153.324,daily,windermere,aquatic
918,HMK019,170,herbivory,spp2,1971,Daphnia3 spp.,124.8365,daily,windermere,aquatic
919,HMK019,170,herbivory,spp2,1972,Daphnia3 spp.,140.054,daily,windermere,aquatic
920,HMK019,170,herbivory,spp2,1973,Daphnia3 spp.,137.4605,daily,windermere,aquatic
921,HMK019,170,herbivory,spp2,1974,Daphnia3 spp.,134.959,daily,windermere,aquatic
922,HMK019,170,herbivory,spp2,1975,Daphnia3 spp.,131.047,daily,windermere,aquatic
923,HMK019,170,herbivory,spp2,1976,Daphnia3 spp.,142.5315,daily,windermere,aquatic
924,HMK019,170,herbivory,spp2,1977,Daphnia3 spp.,134.2885,daily,windermere,aquatic
925,HMK019,170,herbivory,spp2,1978,Daphnia3 spp.,147.44,daily,windermere,aquatic
926,HMK019,170,herbivory,spp2,1979,Daphnia3 spp.,141.25,daily,windermere,aquatic
927,HMK019,170,herbivory,spp2,1980,Daphnia3 spp.,125.4055,daily,windermere,aquatic
928,HMK019,170,herbivory,spp2,1981,Daphnia3 spp.,132.068,daily,windermere,aquatic
929,HMK019,170,herbivory,spp2,1982,Daphnia3 spp.,123.4645,daily,windermere,aquatic
930,HMK019,170,herbivory,spp2,1983,Daphnia3 spp.,149.2905,daily,windermere,aquatic
931,HMK019,170,herbivory,spp2,1984,Daphnia3 spp.,121.607,daily,windermere,aquatic
932,HMK019,170,herbivory,spp2,1986,Daphnia3 spp.,143.5115,daily,windermere,aquatic
933,HMK019,170,herbivory,spp2,1987,Daphnia3 spp.,129.6225,daily,windermere,aquatic
934,HMK019,170,herbivory,spp2,1988,Daphnia3 spp.,129.632,daily,windermere,aquatic
935,HMK019,170,herbivory,spp2,1989,Daphnia3 spp.,155.9275,daily,windermere,aquatic
936,HMK019,170,herbivory,spp2,1990,Daphnia3 spp.,123.2625,daily,windermere,aquatic
937,HMK019,170,herbivory,spp2,1991,Daphnia3 spp.,126.391,daily,windermere,aquatic
938,HMK019,170,herbivory,spp2,1992,Daphnia3 spp.,121.4005,daily,windermere,aquatic
939,HMK019,170,herbivory,spp2,1993,Daphnia3 spp.,123.8035,daily,windermere,aquatic
940,HMK019,170,herbivory,spp2,1994,Daphnia3 spp.,125.1545,daily,windermere,aquatic
941,HMK019,170,herbivory,spp2,1995,Daphnia3 spp.,131.477,daily,windermere,aquatic
942,HMK019,170,herbivory,spp2,1996,Daphnia3 spp.,139.5085,daily,windermere,aquatic
943,HMK019,170,herbivory,spp2,1997,Daphnia3 spp.,110.5725,daily,windermere,aquatic
944,HMK019,170,herbivory,spp2,1998,Daphnia3 spp.,136.25,daily,windermere,aquatic
945,HMK019,170,herbivory,spp2,1999,Daphnia3 spp.,133.19,daily,windermere,aquatic
946,HMK019,170,herbivory,spp2,2000,Daphnia3 spp.,121.22,daily,windermere,aquatic
947,HMK019,170,herbivory,spp2,2001,Daphnia3 spp.,132.4685,daily,windermere,aquatic
948,HMK019,170,herbivory,spp2,2002,Daphnia3 spp.,113.75,daily,windermere,aquatic
949,HMK019,170,herbivory,spp2,2003,Daphnia3 spp.,100.91875,daily,windermere,aquatic
950,HMK019,170,herbivory,spp2,2005,Daphnia3 spp.,107.881,daily,windermere,aquatic
951,HMK019,170,herbivory,spp2,2006,Daphnia3 spp.,123.75,daily,windermere,aquatic
952,HMK019,170,herbivory,spp2,2008,Daphnia3 spp.,119.17,daily,windermere,aquatic
953,HMK019,171,predation,spp2,1969,Perca fluviatillis,146.943,daily,windermere,aquatic
954,HMK019,171,predation,spp2,1970,Perca fluviatillis,142.4035,daily,windermere,aquatic
955,HMK019,171,predation,spp2,1971,Perca fluviatillis,139.977,daily,windermere,aquatic
956,HMK019,171,predation,spp2,1972,Perca fluviatillis,143.5655,daily,windermere,aquatic
957,HMK019,171,predation,spp2,1973,Perca fluviatillis,142.2105,daily,windermere,aquatic
958,HMK019,171,predation,spp2,1974,Perca fluviatillis,138.198,daily,windermere,aquatic
959,HMK019,171,predation,spp2,1975,Perca fluviatillis,140.177,daily,windermere,aquatic
960,HMK019,171,predation,spp2,1976,Perca fluviatillis,142.6785,daily,windermere,aquatic
961,HMK019,171,predation,spp2,1977,Perca fluviatillis,148.327,daily,windermere,aquatic
962,HMK019,171,predation,spp2,1978,Perca fluviatillis,145.719,daily,windermere,aquatic
963,HMK019,171,predation,spp2,1979,Perca fluviatillis,143.0605,daily,windermere,aquatic
964,HMK019,171,predation,spp2,1980,Perca fluviatillis,132.825,daily,windermere,aquatic
965,HMK019,171,predation,spp2,1981,Perca fluviatillis,141.7125,daily,windermere,aquatic
966,HMK019,171,predation,spp2,1982,Perca fluviatillis,131.427,daily,windermere,aquatic
967,HMK019,171,predation,spp2,1983,Perca fluviatillis,137.11,daily,windermere,aquatic
968,HMK019,171,predation,spp2,1984,Perca fluviatillis,130.015,daily,windermere,aquatic
969,HMK019,171,predation,spp2,1986,Perca fluviatillis,139.4585,daily,windermere,aquatic
970,HMK019,171,predation,spp2,1987,Perca fluviatillis,129.187,daily,windermere,aquatic
971,HMK019,171,predation,spp2,1989,Perca fluviatillis,133.715,daily,windermere,aquatic
972,HMK019,171,predation,spp2,1990,Perca fluviatillis,129.6245,daily,windermere,aquatic
973,HMK019,171,predation,spp2,1991,Perca fluviatillis,134.485,daily,windermere,aquatic
974,HMK019,171,predation,spp2,1992,Perca fluviatillis,131.457,daily,windermere,aquatic
975,HMK019,171,predation,spp2,1993,Perca fluviatillis,127.515,daily,windermere,aquatic
976,HMK019,171,predation,spp2,1994,Perca fluviatillis,129.112,daily,windermere,aquatic
977,HMK019,171,predation,spp2,1995,Perca fluviatillis,128.683,daily,windermere,aquatic
978,HMK019,171,predation,spp2,1996,Perca fluviatillis,140.108,daily,windermere,aquatic
979,HMK019,171,predation,spp2,1997,Perca fluviatillis,129.181,daily,windermere,aquatic
980,HMK019,171,predation,spp2,1998,Perca fluviatillis,128.187,daily,windermere,aquatic
981,HMK019,171,predation,spp2,1999,Perca fluviatillis,125.8805,daily,windermere,aquatic
982,HMK019,171,predation,spp2,2000,Perca fluviatillis,126.424,daily,windermere,aquatic
983,HMK019,171,predation,spp2,2001,Perca fluviatillis,135.3075,daily,windermere,aquatic
984,HMK019,171,predation,spp2,2002,Perca fluviatillis,124.3945,daily,windermere,aquatic
985,HMK019,171,predation,spp2,2003,Perca fluviatillis,130.897,daily,windermere,aquatic
986,HMK019,171,predation,spp2,2005,Perca fluviatillis,126.7665,daily,windermere,aquatic
987,HMK019,171,predation,spp2,2006,Perca fluviatillis,130.5205,daily,windermere,aquatic
988,HMK019,171,predation,spp2,2008,Perca fluviatillis,126.487,daily,windermere,aquatic
999,HMK023,175,pollination,spp1,1999,Bombus spp.,115.5,daily,japan,terrestrial
1000,HMK023,175,pollination,spp1,2000,Bombus spp.,121,daily,japan,terrestrial
1001,HMK023,175,pollination,spp1,2001,Bombus spp.,116,daily,japan,terrestrial
1002,HMK023,175,pollination,spp1,2002,Bombus spp.,111,daily,japan,terrestrial
1003,HMK023,175,pollination,spp1,2003,Bombus spp.,115,daily,japan,terrestrial
1004,HMK023,175,pollination,spp1,2004,Bombus spp.,116,daily,japan,terrestrial
1005,HMK023,175,pollination,spp1,2005,Bombus spp.,121,daily,japan,terrestrial
1006,HMK023,175,pollination,spp1,2006,Bombus spp.,120.5,daily,japan,terrestrial
1007,HMK023,175,pollination,spp1,2007,Bombus spp.,115,daily,japan,terrestrial
1008,HMK023,175,pollination,spp1,2008,Bombus spp.,114,daily,japan,terrestrial
1009,HMK023,175,pollination,spp1,2009,Bombus spp.,116.5,daily,japan,terrestrial
1010,HMK023,175,pollination,spp1,2010,Bombus spp.,116,daily,japan,terrestrial
1011,HMK023,175,pollination,spp1,2011,Bombus spp.,124.5,daily,japan,terrestrial
1012,HMK023,175,pollination,spp1,2012,Bombus spp.,123,daily,japan,terrestrial
1013,HMK023,175,pollination,spp2,1999,Corydalis ambigua,113,daily,japan,terrestrial
1014,HMK023,175,pollination,spp2,2000,Corydalis ambigua,121,daily,japan,terrestrial
1015,HMK023,175,pollination,spp2,2001,Corydalis ambigua,116,daily,japan,terrestrial
1016,HMK023,175,pollination,spp2,2002,Corydalis ambigua,104,daily,japan,terrestrial
1017,HMK023,175,pollination,spp2,2003,Corydalis ambigua,111,daily,japan,terrestrial
1018,HMK023,175,pollination,spp2,2004,Corydalis ambigua,111,daily,japan,terrestrial
1019,HMK023,175,pollination,spp2,2005,Corydalis ambigua,118,daily,japan,terrestrial
1020,HMK023,175,pollination,spp2,2006,Corydalis ambigua,117,daily,japan,terrestrial
1021,HMK023,175,pollination,spp2,2007,Corydalis ambigua,115,daily,japan,terrestrial
1022,HMK023,175,pollination,spp2,2008,Corydalis ambigua,109,daily,japan,terrestrial
1023,HMK023,175,pollination,spp2,2009,Corydalis ambigua,117,daily,japan,terrestrial
1024,HMK023,175,pollination,spp2,2010,Corydalis ambigua,125,daily,japan,terrestrial
1025,HMK023,175,pollination,spp2,2011,Corydalis ambigua,124.5,daily,japan,terrestrial
1026,HMK023,175,pollination,spp2,2012,Corydalis ambigua,122,daily,japan,terrestrial
1027,HMK027,177,predation,spp1,1961,Caterpillar spp.,105.172,daily,floodplain,terrestrial
1028,HMK027,177,predation,spp1,1963,Caterpillar spp.,121.983,daily,floodplain,terrestrial
1029,HMK027,177,predation,spp1,1964,Caterpillar spp.,121.983,daily,floodplain,terrestrial
1030,HMK027,177,predation,spp1,1965,Caterpillar spp.,128.707,daily,floodplain,terrestrial
1031,HMK027,177,predation,spp1,1967,Caterpillar spp.,119.655,daily,floodplain,terrestrial
1032,HMK027,177,predation,spp1,1968,Caterpillar spp.,118.621,daily,floodplain,terrestrial
1033,HMK027,177,predation,spp1,1969,Caterpillar spp.,124.828,daily,floodplain,terrestrial
1034,HMK027,177,predation,spp1,1970,Caterpillar spp.,125.086,daily,floodplain,terrestrial
1035,HMK027,177,predation,spp1,1972,Caterpillar spp.,117.845,daily,floodplain,terrestrial
1036,HMK027,177,predation,spp1,1973,Caterpillar spp.,120.69,daily,floodplain,terrestrial
1037,HMK027,177,predation,spp1,1974,Caterpillar spp.,102.328,daily,floodplain,terrestrial
1038,HMK027,177,predation,spp1,1975,Caterpillar spp.,123.793,daily,floodplain,terrestrial
1039,HMK027,177,predation,spp1,1976,Caterpillar spp.,122.5,daily,floodplain,terrestrial
1040,HMK027,177,predation,spp1,1977,Caterpillar spp.,119.655,daily,floodplain,terrestrial
1041,HMK027,177,predation,spp1,1978,Caterpillar spp.,126.897,daily,floodplain,terrestrial
1042,HMK027,177,predation,spp1,1979,Caterpillar spp.,124.569,daily,floodplain,terrestrial
1043,HMK027,177,predation,spp1,1980,Caterpillar spp.,132.845,daily,floodplain,terrestrial
1044,HMK027,177,predation,spp1,1981,Caterpillar spp.,117.845,daily,floodplain,terrestrial
1045,HMK027,177,predation,spp1,1982,Caterpillar spp.,124.828,daily,floodplain,terrestrial
1046,HMK027,177,predation,spp1,1983,Caterpillar spp.,118.103,daily,floodplain,terrestrial
1047,HMK027,177,predation,spp1,1984,Caterpillar spp.,122.759,daily,floodplain,terrestrial
1048,HMK027,177,predation,spp1,1985,Caterpillar spp.,124.052,daily,floodplain,terrestrial
1049,HMK027,177,predation,spp1,1986,Caterpillar spp.,120.431,daily,floodplain,terrestrial
1050,HMK027,177,predation,spp1,1988,Caterpillar spp.,118.621,daily,floodplain,terrestrial
1051,HMK027,177,predation,spp1,1989,Caterpillar spp.,107.5,daily,floodplain,terrestrial
1052,HMK027,177,predation,spp1,1990,Caterpillar spp.,108.276,daily,floodplain,terrestrial
1053,HMK027,177,predation,spp1,1991,Caterpillar spp.,118.362,daily,floodplain,terrestrial
1054,HMK027,177,predation,spp1,1993,Caterpillar spp.,119.138,daily,floodplain,terrestrial
1055,HMK027,177,predation,spp1,1994,Caterpillar spp.,111.897,daily,floodplain,terrestrial
1056,HMK027,177,predation,spp1,1995,Caterpillar spp.,118.621,daily,floodplain,terrestrial
1057,HMK027,177,predation,spp1,1997,Caterpillar spp.,123.017,daily,floodplain,terrestrial
1058,HMK027,177,predation,spp1,1999,Caterpillar spp.,109.31,daily,floodplain,terrestrial
1059,HMK027,177,predation,spp1,2000,Caterpillar spp.,114.741,daily,floodplain,terrestrial
1060,HMK027,177,predation,spp1,2002,Caterpillar spp.,106.983,daily,floodplain,terrestrial
1061,HMK027,177,predation,spp1,2003,Caterpillar spp.,116.293,daily,floodplain,terrestrial
1062,HMK027,177,predation,spp1,2004,Caterpillar spp.,115.5175,daily,floodplain,terrestrial
1063,HMK027,178,predation,spp1,1962,Caterpillar spp.,123.017,daily,floodplain,terrestrial
1064,HMK027,178,predation,spp1,1965,Caterpillar spp.,128.707,daily,floodplain,terrestrial
1065,HMK027,178,predation,spp1,1966,Caterpillar spp.,119.138,daily,floodplain,terrestrial
